"","mu_t","mu_add","ratio_2","sd_p1","sd_p2","sd_t1","sd_t2","bias_m1","bias_m2_e1","bias_m2_e2","bias_m2_e3","bias_m2_e4","bias_lm","bias_wlm_true","bias_wlm","power_m1","power_m2_e1","power_m2_e2","power_m2_e3","power_m2_e4","power_lm","power_wlm_true","power_wlm","time_m2_e2","time_wlm","MSE_m1","MSE_m2_e1","MSE_m2_e2","MSE_m2_e3","MSE_m2_e4","MSE_lm","MSE_wlm_true","MSE_wlm"
"1",0,0,1,2,2,2,2,1.61830893658504e-05,1.6183089365849e-05,3.00656098983523e-05,1.6183089365849e-05,1.6183089365849e-05,1.61830893658506e-05,1.61830893658506e-05,2.99468098357384e-05,0.0502710000000004,0.050290999999999,0.0510800000000007,0.050290999999999,0.050290999999999,0.0499730000000004,0.0499730000000004,0.050698000000001,6.9298847913742e-05,0.00105603776192666,0.0333319026729358,0.0333319026729358,0.0334780760813089,0.0333319026729358,0.0333319026729358,0.0333319026729356,0.0333319026729356,0.0334762942895608
"2",0,0,1,2,2,2,2,5.30498441916409e-05,5.30498441916399e-05,5.21400108043152e-05,5.30498441916399e-05,5.30498441916399e-05,5.30498441916504e-05,5.30498441916504e-05,5.20628381738565e-05,0.0505309999999984,0.0505259999999988,0.0512259999999992,0.0505259999999988,0.0505259999999988,0.0502169999999978,0.0502169999999978,0.0509240000000015,6.35875267982488e-05,0.000959363766431818,0.0333212146176539,0.0333212146176539,0.0334598264678827,0.0333212146176539,0.0333212146176539,0.0333212146176536,0.0333212146176536,0.0334580641154131
"3",0,0,1,2,2,2,2,0.000211033879518025,0.000211033879518023,0.000201771983240471,0.000211033879518023,0.000211033879518023,0.000211033879518029,0.000211033879518029,0.000201903199025999,0.050288000000003,0.0502910000000031,0.050989999999996,0.0502910000000031,0.0502910000000031,0.0499569999999967,0.0499569999999967,0.0506400000000033,6.35371813774074e-05,0.000970389430761267,0.0333435239997017,0.0333435239997017,0.0334839502343713,0.0333435239997017,0.0333435239997017,0.0333435239997015,0.0333435239997015,0.0334822048686871
"4",0,0,1,2,2,2,2,0.000389571246961542,0.000389571246961542,0.000378065251850191,0.000389571246961542,0.000389571246961542,0.000389571246961542,0.000389571246961542,0.00037812785834513,0.0501719999999971,0.0501709999999965,0.0509740000000029,0.0501709999999965,0.0501709999999965,0.0498569999999975,0.0498569999999975,0.0506590000000016,6.36287727355911e-05,0.000961876757144949,0.0332731997474463,0.0332731997474463,0.0334108853115413,0.0332731997474463,0.0332731997474463,0.0332731997474461,0.0332731997474461,0.0334091650748838
"5",0,0,1,2,2,2,2,0.000169495441090554,0.000169495441090557,0.000184434864284078,0.000169495441090557,0.000169495441090557,0.000169495441090561,0.000169495441090561,0.000184295521116855,0.0504910000000024,0.0504759999999974,0.0512299999999992,0.0504759999999974,0.0504759999999974,0.0501439999999993,0.0501439999999993,0.0508740000000031,6.36504952907592e-05,0.00097429609179501,0.0333760935713592,0.0333760935713591,0.033527046546559,0.0333760935713591,0.0333760935713591,0.0333760935713589,0.0333760935713589,0.0335251960948233
"6",0,0,1,2,2,2,2,-0.00017688622179999,-0.00017688622179999,-0.000177342898476831,-0.00017688622179999,-0.00017688622179999,-0.000176886221799999,-0.000176886221799999,-0.000177425748149174,0.0503019999999996,0.0502789999999987,0.0510500000000003,0.0502789999999987,0.0502789999999987,0.0499390000000008,0.0499390000000008,0.0507359999999996,6.92494995593905e-05,0.00104706501197836,0.0333571031402063,0.0333571031402063,0.0334963244910962,0.0333571031402063,0.0333571031402063,0.033357103140206,0.033357103140206,0.0334946086172911
"7",0,0,1,2,2,2,2,-0.000217893592949994,-0.000217893592949996,-0.000221339641462782,-0.000217893592949996,-0.000217893592949996,-0.000217893592949991,-0.000217893592949991,-0.000221340645083563,0.0498749999999999,0.049844000000001,0.0505969999999992,0.049844000000001,0.049844000000001,0.0495110000000001,0.0495110000000001,0.0502709999999997,7.00130431652117e-05,0.00106266993904116,0.0332424479205092,0.0332424479205092,0.0333741487816862,0.0332424479205092,0.0332424479205092,0.033242447920509,0.033242447920509,0.0333724799060158
"8",0,0,1,2,2,2,2,7.68140169405781e-05,7.68140169405795e-05,6.57184845361065e-05,7.68140169405795e-05,7.68140169405795e-05,7.68140169405757e-05,7.68140169405757e-05,6.57229223803079e-05,0.0503100000000001,0.0503110000000016,0.0510420000000005,0.0503110000000016,0.0503110000000016,0.0499869999999994,0.0499869999999994,0.0507299999999996,6.63082804680195e-05,0.00100488594484293,0.0333393800038106,0.0333393800038106,0.0334864475508537,0.0333393800038106,0.0333393800038106,0.0333393800038104,0.0333393800038104,0.0334846622467403
"9",0,0,1,2,2,2,2,-0.00020762813003714,-0.000207628130037139,-0.000215599134071355,-0.000207628130037139,-0.000207628130037139,-0.000207628130037141,-0.000207628130037141,-0.000215631133213895,0.0499679999999985,0.0499679999999985,0.0507500000000022,0.0499679999999985,0.0499679999999985,0.0496289999999994,0.0496289999999994,0.0504139999999987,6.34330918788888e-05,0.000958162205457702,0.0333603358471753,0.0333603358471753,0.0335035576617242,0.0333603358471753,0.0333603358471753,0.0333603358471751,0.0333603358471751,0.0335017883845956
"10",0,0,1,2,2,2,2,-8.67367273307178e-05,-8.67367273307109e-05,-6.98295896857269e-05,-8.67367273307109e-05,-8.67367273307109e-05,-8.67367273307129e-05,-8.67367273307129e-05,-6.99306541642394e-05,0.0503560000000039,0.0503599999999966,0.051143000000002,0.0503599999999966,0.0503599999999966,0.050021999999996,0.050021999999996,0.0508230000000014,6.6188236713387e-05,0.00100824794507075,0.033291632582576,0.033291632582576,0.0334386583225601,0.033291632582576,0.033291632582576,0.0332916325825757,0.0332916325825757,0.0334368720581296
